last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2020-09-09,LGA,29399,Unincorporated Vic,4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,29399,Unincorporated Vic,4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,29399,Unincorporated Vic,4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,31000,Brisbane (C),1_101,Local Government Area Profile,,Total people (no.),number,"1,253,982","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,31000,Brisbane (C),1_102,Local Government Area Profile,,Main towns,,"Brisbane (2,054,614)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,31000,Brisbane (C),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.50%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,31000,Brisbane (C),1_104,Local Government Area Profile,,Median Age of Earners,years,39,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,31000,Brisbane (C),1_105,Local Government Area Profile,,Median Income ($),$,"$52,145 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,31000,Brisbane (C),1_106,Local Government Area Profile,,Unemployment rate (%),%,5.40%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,31000,Brisbane (C),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,9,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,31000,Brisbane (C),1_108,Local Government Area Profile,,Total businesses,count,"127,897","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,31000,Brisbane (C),1_109,Local Government Area Profile,,Small business,count,"124,604","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,31000,Brisbane (C),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,31000,Brisbane (C),1_111,Local Government Area Profile,,2nd largest industry,,"Professional, scientific and technical services","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,31000,Brisbane (C),1_112,Local Government Area Profile,,3rd largest industry,,Education and training,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,31000,Brisbane (C),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,31000,Brisbane (C),1_114,Local Government Area Profile,,2nd highest value product,,"Nurseries, cut flowers or cultivated turf","7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,31000,Brisbane (C),1_115,Local Government Area Profile,,3rd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,31000,Brisbane (C),2_101,Bushfire Impact,,Total area affected,,59 sq km (4% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,31000,Brisbane (C),2_102,Bushfire Impact,,Bushland and forests affected,,59 sq km (11% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,31000,Brisbane (C),2_103,Bushfire Impact,,Agricultural land affected,,0 sq km (0% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-13,LGA,31000,Brisbane (C),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-05-13,LGA,31000,Brisbane (C),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,0 / 1,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,31000,Brisbane (C),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,31000,Brisbane (C),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,31000,Brisbane (C),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,$0 ,LGA support status NBRA analysis,
2020-08-02,LGA,31000,Brisbane (C),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,31000,Brisbane (C),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,31000,Brisbane (C),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,31000,Brisbane (C),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,31000,Brisbane (C),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,31000,Brisbane (C),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,n/a,Services Australia,
2018-12-31,LGA,31820,Bundaberg (R),1_101,Local Government Area Profile,,Total people (no.),number,"95,856","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,31820,Bundaberg (R),1_102,Local Government Area Profile,,Main towns,,"Bundaberg (50,148), Bargara - Innes Park (11,055), Burnett Heads (2,656)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,31820,Bundaberg (R),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,4.00%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,31820,Bundaberg (R),1_104,Local Government Area Profile,,Median Age of Earners,years,46,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,31820,Bundaberg (R),1_105,Local Government Area Profile,,Median Income ($),$,"$39,699 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,31820,Bundaberg (R),1_106,Local Government Area Profile,,Unemployment rate (%),%,8.90%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,31820,Bundaberg (R),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,3,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,31820,Bundaberg (R),1_108,Local Government Area Profile,,Total businesses,count,"6,463","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,31820,Bundaberg (R),1_109,Local Government Area Profile,,Small business,count,"6,276","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,31820,Bundaberg (R),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,31820,Bundaberg (R),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,31820,Bundaberg (R),1_112,Local Government Area Profile,,3rd largest industry,,"Agriculture, forestry and fishing","ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,31820,Bundaberg (R),1_113,Local Government Area Profile,,1st highest value product,,Vegetables for human consumption,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,31820,Bundaberg (R),1_114,Local Government Area Profile,,2nd highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,31820,Bundaberg (R),1_115,Local Government Area Profile,,3rd highest value product,,Broadacre crops,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,31820,Bundaberg (R),2_101,Bushfire Impact,,Total area affected,,176 sq km (3% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,31820,Bundaberg (R),2_102,Bushfire Impact,,Bushland and forests affected,,137 sq km (11% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,31820,Bundaberg (R),2_103,Bushfire Impact,,Agricultural land affected,,37 sq km (0.8% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-13,LGA,31820,Bundaberg (R),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 1,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-05-13,LGA,31820,Bundaberg (R),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,, 1 / 2,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,31820,Bundaberg (R),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,31820,Bundaberg (R),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,31820,Bundaberg (R),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,31820,Bundaberg (R),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,31820,Bundaberg (R),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$300,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,31820,Bundaberg (R),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,31820,Bundaberg (R),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,31820,Bundaberg (R),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,31820,Bundaberg (R),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,31820,Bundaberg (R),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,31820,Bundaberg (R),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-08-21,LGA,31820,Bundaberg (R),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
